"id";"line";"country";"code";"localityFR";"localityNL";"created_at";"updated_at"
1548;1548;"BE";"6001";"Marcinelle";"Marcinelle";"2018-07-25 09:00:58";"2018-07-25 09:01:52"
1549;1549;"BE";"6010";"Couillet";"Couillet";"2018-07-25 09:00:58";"2018-07-25 09:01:52"
1550;1550;"BE";"6020";"Dampremy";"Dampremy";"2018-07-25 09:00:58";"2018-07-25 09:01:52"
1551;1551;"BE";"6030";"Goutroux";"Goutroux";"2018-07-25 09:00:58";"2018-07-25 09:01:52"
1552;1552;"BE";"6030";"Marchienne-Au-Pont";"Marchienne-Au-Pont";"2018-07-25 09:00:58";"2018-07-25 09:01:52"
1553;1553;"BE";"6031";"Monceau-Sur-Sambre";"Monceau-Sur-Sambre";"2018-07-25 09:00:58";"2018-07-25 09:01:52"
1554;1554;"BE";"6032";"Mont-Sur-Marchienne";"Mont-Sur-Marchienne";"2018-07-25 09:00:58";"2018-07-25 09:01:52"
1555;1555;"BE";"6040";"Jumet";"Jumet";"2018-07-25 09:00:58";"2018-07-25 09:01:52"
1556;1556;"BE";"6041";"Gosselies";"Gosselies";"2018-07-25 09:00:58";"2018-07-25 09:01:52"
1557;1557;"BE";"6042";"Lodelinsart";"Lodelinsart";"2018-07-25 09:00:58";"2018-07-25 09:01:52"
1558;1558;"BE";"6043";"Ransart";"Ransart";"2018-07-25 09:00:58";"2018-07-25 09:01:52"
1559;1559;"BE";"6044";"Roux";"Roux";"2018-07-25 09:00:58";"2018-07-25 09:01:52"
1560;1560;"BE";"6060";"Gilly";"Gilly";"2018-07-25 09:00:58";"2018-07-25 09:01:52"
1561;1561;"BE";"6061";"Montignies-Sur-Sambre";"Montignies-Sur-Sambre";"2018-07-25 09:00:58";"2018-07-25 09:01:52"
1562;1562;"BE";"6075";"CSM Charleroi X";"CSM Charleroi X";"2018-07-25 09:00:58";"2018-07-25 09:01:52"
1563;1563;"BE";"6099";"Charleroi X";"Charleroi X";"2018-07-25 09:00:58";"2018-07-25 09:01:52"
1564;1564;"BE";"6110";"MONTIGNY-LE-TILLEUL";"MONTIGNY-LE-TILLEUL";"2018-07-25 09:00:58";"2018-07-25 09:01:52"
1565;1565;"BE";"6111";"Landelies";"Landelies";"2018-07-25 09:00:58";"2018-07-25 09:01:52"
1566;1566;"BE";"0612";"Saint-Nicolas";"Sinterklaas";"2018-07-25 09:00:58";"2018-07-25 09:01:52"
1567;1567;"BE";"6120";"Cour-Sur-Heure";"Cour-Sur-Heure";"2018-07-25 09:00:58";"2018-07-25 09:01:52"
1568;1568;"BE";"6120";"HAM-SUR-HEURE";"HAM-SUR-HEURE";"2018-07-25 09:00:58";"2018-07-25 09:01:52"
1569;1569;"BE";"6120";"Jamioulx";"Jamioulx";"2018-07-25 09:00:58";"2018-07-25 09:01:52"
1570;1570;"BE";"6120";"Marbaix";"Marbaix";"2018-07-25 09:00:58";"2018-07-25 09:01:52"
1571;1571;"BE";"6120";"Nalinnes";"Nalinnes";"2018-07-25 09:00:58";"2018-07-25 09:01:52"
1572;1572;"BE";"6140";"FONTAINE-L'EVÊQUE";"FONTAINE-L'EVÊQUE";"2018-07-25 09:00:58";"2018-07-25 09:01:52"
1573;1573;"BE";"6141";"Forchies-La-Marche";"Forchies-La-Marche";"2018-07-25 09:00:58";"2018-07-25 09:01:52"
1574;1574;"BE";"6142";"Leernes";"Leernes";"2018-07-25 09:00:58";"2018-07-25 09:01:52"
1575;1575;"BE";"6150";"ANDERLUES";"ANDERLUES";"2018-07-25 09:00:58";"2018-07-25 09:01:52"
1576;1576;"BE";"6180";"COURCELLES";"COURCELLES";"2018-07-25 09:00:58";"2018-07-25 09:01:52"
1577;1577;"BE";"6181";"Gouy-Lez-Piéton";"Gouy-Lez-Piéton";"2018-07-25 09:00:58";"2018-07-25 09:01:52"
1578;1578;"BE";"6182";"Souvret";"Souvret";"2018-07-25 09:00:58";"2018-07-25 09:01:52"
1579;1579;"BE";"6183";"Trazegnies";"Trazegnies";"2018-07-25 09:00:59";"2018-07-25 09:01:52"
1580;1580;"BE";"6200";"Bouffioulx";"Bouffioulx";"2018-07-25 09:00:59";"2018-07-25 09:01:52"
1581;1581;"BE";"6200";"CHÂTELET";"CHÂTELET";"2018-07-25 09:00:59";"2018-07-25 09:01:52"
1582;1582;"BE";"6200";"Châtelineau";"Châtelineau";"2018-07-25 09:00:59";"2018-07-25 09:01:52"
1583;1583;"BE";"6210";"Frasnes-Lez-Gosselies";"Frasnes-Lez-Gosselies";"2018-07-25 09:00:59";"2018-07-25 09:01:52"
1584;1584;"BE";"6210";"LES BONS VILLERS";"LES BONS VILLERS";"2018-07-25 09:00:59";"2018-07-25 09:01:52"
1585;1585;"BE";"6210";"Rèves";"Rèves";"2018-07-25 09:00:59";"2018-07-25 09:01:52"
1586;1586;"BE";"6210";"Villers-Perwin";"Villers-Perwin";"2018-07-25 09:00:59";"2018-07-25 09:01:52"
1587;1587;"BE";"6210";"Wayaux";"Wayaux";"2018-07-25 09:00:59";"2018-07-25 09:01:52"
1588;1588;"BE";"6211";"Mellet";"Mellet";"2018-07-25 09:00:59";"2018-07-25 09:01:52"
1589;1589;"BE";"6220";"FLEURUS";"FLEURUS";"2018-07-25 09:00:59";"2018-07-25 09:01:52"
1590;1590;"BE";"6220";"Heppignies";"Heppignies";"2018-07-25 09:00:59";"2018-07-25 09:01:52"
1591;1591;"BE";"6220";"Lambusart";"Lambusart";"2018-07-25 09:00:59";"2018-07-25 09:01:52"
1592;1592;"BE";"6220";"Wangenies";"Wangenies";"2018-07-25 09:00:59";"2018-07-25 09:01:52"
1593;1593;"BE";"6221";"Saint-Amand";"Saint-Amand";"2018-07-25 09:00:59";"2018-07-25 09:01:52"
1594;1594;"BE";"6222";"Brye";"Brye";"2018-07-25 09:00:59";"2018-07-25 09:01:52"
1595;1595;"BE";"6223";"Wagnelée";"Wagnelée";"2018-07-25 09:00:59";"2018-07-25 09:01:52"
1596;1596;"BE";"6224";"Wanfercée-Baulet";"Wanfercée-Baulet";"2018-07-25 09:00:59";"2018-07-25 09:01:52"
1597;1597;"BE";"6230";"Buzet";"Buzet";"2018-07-25 09:00:59";"2018-07-25 09:01:52"
1598;1598;"BE";"6230";"Obaix";"Obaix";"2018-07-25 09:00:59";"2018-07-25 09:01:52"
1599;1599;"BE";"6230";"PONT-À-CELLES";"PONT-À-CELLES";"2018-07-25 09:00:59";"2018-07-25 09:01:52"
1600;1600;"BE";"6230";"Thiméon";"Thiméon";"2018-07-25 09:00:59";"2018-07-25 09:01:52"
1601;1601;"BE";"6230";"Viesville";"Viesville";"2018-07-25 09:00:59";"2018-07-25 09:01:52"
1602;1602;"BE";"6238";"Liberchies";"Liberchies";"2018-07-25 09:00:59";"2018-07-25 09:01:52"
1603;1603;"BE";"6238";"Luttre";"Luttre";"2018-07-25 09:00:59";"2018-07-25 09:01:52"
1604;1604;"BE";"6240";"FARCIENNES";"FARCIENNES";"2018-07-25 09:00:59";"2018-07-25 09:01:52"
1605;1605;"BE";"6240";"Pironchamps";"Pironchamps";"2018-07-25 09:00:59";"2018-07-25 09:01:52"
1606;1606;"BE";"6250";"Aiseau";"Aiseau";"2018-07-25 09:00:59";"2018-07-25 09:01:52"
1607;1607;"BE";"6250";"AISEAU-PRESLES";"AISEAU-PRESLES";"2018-07-25 09:00:59";"2018-07-25 09:01:52"
1608;1608;"BE";"6250";"Pont-De-Loup";"Pont-De-Loup";"2018-07-25 09:00:59";"2018-07-25 09:01:52"
1609;1609;"BE";"6250";"Presles";"Presles";"2018-07-25 09:00:59";"2018-07-25 09:01:52"
1610;1610;"BE";"6250";"Roselies";"Roselies";"2018-07-25 09:00:59";"2018-07-25 09:01:52"
1611;1611;"BE";"6280";"Acoz";"Acoz";"2018-07-25 09:00:59";"2018-07-25 09:01:52"
1612;1612;"BE";"6280";"GERPINNES";"GERPINNES";"2018-07-25 09:00:59";"2018-07-25 09:01:52"
1613;1613;"BE";"6280";"Gougnies";"Gougnies";"2018-07-25 09:00:59";"2018-07-25 09:01:52"
1614;1614;"BE";"6280";"Joncret";"Joncret";"2018-07-25 09:00:59";"2018-07-25 09:01:52"
1615;1615;"BE";"6280";"Loverval";"Loverval";"2018-07-25 09:00:59";"2018-07-25 09:01:53"
1616;1616;"BE";"6280";"Villers-Poterie";"Villers-Poterie";"2018-07-25 09:00:59";"2018-07-25 09:01:53"
1617;1617;"BE";"6440";"Boussu-Lez-Walcourt";"Boussu-Lez-Walcourt";"2018-07-25 09:00:59";"2018-07-25 09:01:53"
1618;1618;"BE";"6440";"Fourbechies";"Fourbechies";"2018-07-25 09:00:59";"2018-07-25 09:01:53"
1619;1619;"BE";"6440";"FROIDCHAPELLE";"FROIDCHAPELLE";"2018-07-25 09:00:59";"2018-07-25 09:01:53"
1620;1620;"BE";"6440";"Vergnies";"Vergnies";"2018-07-25 09:00:59";"2018-07-25 09:01:53"
1621;1621;"BE";"6441";"Erpion";"Erpion";"2018-07-25 09:00:59";"2018-07-25 09:01:53"
1622;1622;"BE";"6460";"Bailièvre";"Bailièvre";"2018-07-25 09:00:59";"2018-07-25 09:01:53"
1623;1623;"BE";"6460";"CHIMAY";"CHIMAY";"2018-07-25 09:00:59";"2018-07-25 09:01:53"
1624;1624;"BE";"6460";"Robechies";"Robechies";"2018-07-25 09:00:59";"2018-07-25 09:01:53"
1625;1625;"BE";"6460";"Saint-Remy";"Saint-Remy";"2018-07-25 09:00:59";"2018-07-25 09:01:53"
1626;1626;"BE";"6460";"Salles";"Salles";"2018-07-25 09:00:59";"2018-07-25 09:01:53"
1627;1627;"BE";"6460";"Villers-La-Tour";"Villers-La-Tour";"2018-07-25 09:00:59";"2018-07-25 09:01:53"
1628;1628;"BE";"6461";"Virelles";"Virelles";"2018-07-25 09:00:59";"2018-07-25 09:01:53"
1629;1629;"BE";"6462";"Vaulx-Lez-Chimay";"Vaulx-Lez-Chimay";"2018-07-25 09:00:59";"2018-07-25 09:01:53"
1630;1630;"BE";"6463";"Lompret";"Lompret";"2018-07-25 09:00:59";"2018-07-25 09:01:53"
1631;1631;"BE";"6464";"Baileux";"Baileux";"2018-07-25 09:00:59";"2018-07-25 09:01:53"
1632;1632;"BE";"6464";"Bourlers";"Bourlers";"2018-07-25 09:00:59";"2018-07-25 09:01:53"
1633;1633;"BE";"6464";"Forges";"Forges";"2018-07-25 09:00:59";"2018-07-25 09:01:53"
1634;1634;"BE";"6464";"L'Escaillère";"L'Escaillère";"2018-07-25 09:00:59";"2018-07-25 09:01:53"
1635;1635;"BE";"6464";"Rièzes";"Rièzes";"2018-07-25 09:00:59";"2018-07-25 09:01:53"
1636;1636;"BE";"6470";"Grandrieu";"Grandrieu";"2018-07-25 09:00:59";"2018-07-25 09:01:53"
1637;1637;"BE";"6470";"Montbliart";"Montbliart";"2018-07-25 09:00:59";"2018-07-25 09:01:53"
1638;1638;"BE";"6470";"Rance";"Rance";"2018-07-25 09:00:59";"2018-07-25 09:01:53"
1639;1639;"BE";"6470";"Sautin";"Sautin";"2018-07-25 09:00:59";"2018-07-25 09:01:53"
1640;1640;"BE";"6470";"Sivry";"Sivry";"2018-07-25 09:00:59";"2018-07-25 09:01:53"
1641;1641;"BE";"6470";"SIVRY-RANCE";"SIVRY-RANCE";"2018-07-25 09:00:59";"2018-07-25 09:01:53"
1642;1642;"BE";"6500";"Barbençon";"Barbençon";"2018-07-25 09:00:59";"2018-07-25 09:01:53"
1643;1643;"BE";"6500";"BEAUMONT";"BEAUMONT";"2018-07-25 09:00:59";"2018-07-25 09:01:53"
1644;1644;"BE";"6500";"Leugnies";"Leugnies";"2018-07-25 09:00:59";"2018-07-25 09:01:53"
1645;1645;"BE";"6500";"Leval-Chaudeville";"Leval-Chaudeville";"2018-07-25 09:00:59";"2018-07-25 09:01:53"
1646;1646;"BE";"6500";"Renlies";"Renlies";"2018-07-25 09:00:59";"2018-07-25 09:01:53"
1647;1647;"BE";"6500";"Solre-Saint-Géry";"Solre-Saint-Géry";"2018-07-25 09:00:59";"2018-07-25 09:01:53"
1648;1648;"BE";"6500";"Thirimont";"Thirimont";"2018-07-25 09:00:59";"2018-07-25 09:01:53"
1649;1649;"BE";"6511";"Strée";"Strée";"2018-07-25 09:00:59";"2018-07-25 09:01:53"
1650;1650;"BE";"6530";"Leers-Et-Fosteau";"Leers-Et-Fosteau";"2018-07-25 09:00:59";"2018-07-25 09:01:53"
1651;1651;"BE";"6530";"THUIN";"THUIN";"2018-07-25 09:00:59";"2018-07-25 09:01:53"
1652;1652;"BE";"6531";"Biesme-Sous-Thuin";"Biesme-Sous-Thuin";"2018-07-25 09:00:59";"2018-07-25 09:01:53"
1653;1653;"BE";"6532";"Ragnies";"Ragnies";"2018-07-25 09:00:59";"2018-07-25 09:01:53"
1654;1654;"BE";"6533";"Biercée";"Biercée";"2018-07-25 09:00:59";"2018-07-25 09:01:53"
1655;1655;"BE";"6534";"Gozée";"Gozée";"2018-07-25 09:00:59";"2018-07-25 09:01:53"
1656;1656;"BE";"6536";"Donstiennes";"Donstiennes";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1657;1657;"BE";"6536";"Thuillies";"Thuillies";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1658;1658;"BE";"6540";"LOBBES";"LOBBES";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1659;1659;"BE";"6540";"Mont-Sainte-Geneviève";"Mont-Sainte-Geneviève";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1660;1660;"BE";"6542";"Sars-La-Buissière";"Sars-La-Buissière";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1661;1661;"BE";"6543";"Bienne-Lez-Happart";"Bienne-Lez-Happart";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1662;1662;"BE";"6560";"Bersillies-L'Abbaye";"Bersillies-L'Abbaye";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1663;1663;"BE";"6560";"ERQUELINNES";"ERQUELINNES";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1664;1664;"BE";"6560";"Grand-Reng";"Grand-Reng";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1665;1665;"BE";"6560";"Hantes-Wihéries";"Hantes-Wihéries";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1666;1666;"BE";"6560";"Montignies-Saint-Christophe";"Montignies-Saint-Christophe";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1667;1667;"BE";"6560";"Solre-Sur-Sambre";"Solre-Sur-Sambre";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1668;1668;"BE";"6567";"Fontaine-Valmont";"Fontaine-Valmont";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1669;1669;"BE";"6567";"Labuissière";"Labuissière";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1670;1670;"BE";"6567";"MERBES-LE-CHÂTEAU";"MERBES-LE-CHÂTEAU";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1671;1671;"BE";"6567";"Merbes-Sainte-Marie";"Merbes-Sainte-Marie";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1672;1672;"BE";"6590";"MOMIGNIES";"MOMIGNIES";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1673;1673;"BE";"6591";"Macon";"Macon";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1674;1674;"BE";"6592";"Monceau-Imbrechies";"Monceau-Imbrechies";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1675;1675;"BE";"6593";"Macquenoise";"Macquenoise";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1676;1676;"BE";"6594";"Beauwelz";"Beauwelz";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1677;1677;"BE";"6596";"Forge-Philippe";"Forge-Philippe";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1678;1678;"BE";"6596";"Seloignes";"Seloignes";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1679;1679;"BE";"6600";"BASTOGNE";"BASTOGNE";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1680;1680;"BE";"6600";"Longvilly";"Longvilly";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1681;1681;"BE";"6600";"Noville";"Noville";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1682;1682;"BE";"6600";"Villers-La-Bonne-Eau";"Villers-La-Bonne-Eau";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1683;1683;"BE";"6600";"Wardin";"Wardin";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1684;1684;"BE";"6630";"MARTELANGE";"MARTELANGE";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1685;1685;"BE";"6637";"FAUVILLERS";"FAUVILLERS";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1686;1686;"BE";"6637";"Hollange";"Hollange";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1687;1687;"BE";"6637";"Tintange";"Tintange";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1688;1688;"BE";"6640";"Hompré";"Hompré";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1689;1689;"BE";"6640";"Morhet";"Morhet";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1690;1690;"BE";"6640";"Nives";"Nives";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1691;1691;"BE";"6640";"Sibret";"Sibret";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1692;1692;"BE";"6640";"Vaux-Lez-Rosières";"Vaux-Lez-Rosières";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1693;1693;"BE";"6640";"VAUX-SUR-SÛRE";"VAUX-SUR-SÛRE";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1694;1694;"BE";"6642";"Juseret";"Juseret";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1695;1695;"BE";"6660";"HOUFFALIZE";"HOUFFALIZE";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1696;1696;"BE";"6660";"Nadrin";"Nadrin";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1697;1697;"BE";"6661";"Mont";"Mont";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1698;1698;"BE";"6661";"Tailles";"Tailles";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1699;1699;"BE";"6662";"Tavigny";"Tavigny";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1700;1700;"BE";"6663";"Mabompré";"Mabompré";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1701;1701;"BE";"6666";"Wibrin";"Wibrin";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1702;1702;"BE";"6670";"GOUVY";"GOUVY";"2018-07-25 09:01:00";"2018-07-25 09:01:53"
1703;1703;"BE";"6670";"Limerlé";"Limerlé";"2018-07-25 09:01:00";"2018-07-25 09:01:54"
1704;1704;"BE";"6671";"Bovigny";"Bovigny";"2018-07-25 09:01:00";"2018-07-25 09:01:54"
1705;1705;"BE";"6672";"Beho";"Beho";"2018-07-25 09:01:00";"2018-07-25 09:01:54"
1706;1706;"BE";"6673";"Cherain";"Cherain";"2018-07-25 09:01:00";"2018-07-25 09:01:54"
1707;1707;"BE";"6674";"Montleban";"Montleban";"2018-07-25 09:01:00";"2018-07-25 09:01:54"
1708;1708;"BE";"6680";"Amberloup";"Amberloup";"2018-07-25 09:01:00";"2018-07-25 09:01:54"
1709;1709;"BE";"6680";"SAINTE-ODE";"SAINTE-ODE";"2018-07-25 09:01:00";"2018-07-25 09:01:54"
1710;1710;"BE";"6680";"Tillet";"Tillet";"2018-07-25 09:01:00";"2018-07-25 09:01:54"
1711;1711;"BE";"6681";"Lavacherie";"Lavacherie";"2018-07-25 09:01:00";"2018-07-25 09:01:54"
1712;1712;"BE";"6686";"Flamierge";"Flamierge";"2018-07-25 09:01:00";"2018-07-25 09:01:54"
1713;1713;"BE";"6687";"BERTOGNE";"BERTOGNE";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1714;1714;"BE";"6688";"Longchamps";"Longchamps";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1715;1715;"BE";"6690";"Bihain";"Bihain";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1716;1716;"BE";"6690";"VIELSALM";"VIELSALM";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1717;1717;"BE";"6692";"Petit-Thier";"Petit-Thier";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1718;1718;"BE";"6698";"Grand-Halleux";"Grand-Halleux";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1719;1719;"BE";"6700";"ARLON";"ARLON";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1720;1720;"BE";"6700";"Bonnert";"Bonnert";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1721;1721;"BE";"6700";"Heinsch";"Heinsch";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1722;1722;"BE";"6700";"Toernich";"Toernich";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1723;1723;"BE";"6704";"Guirsch";"Guirsch";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1724;1724;"BE";"6706";"Autelbas";"Autelbas";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1725;1725;"BE";"6717";"ATTERT";"ATTERT";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1726;1726;"BE";"6717";"Nobressart";"Nobressart";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1727;1727;"BE";"6717";"Nothomb";"Nothomb";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1728;1728;"BE";"6717";"Thiaumont";"Thiaumont";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1729;1729;"BE";"6717";"Tontelange";"Tontelange";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1730;1730;"BE";"6720";"HABAY";"HABAY";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1731;1731;"BE";"6720";"Habay-La-Neuve";"Habay-La-Neuve";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1732;1732;"BE";"6720";"Hachy";"Hachy";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1733;1733;"BE";"6721";"Anlier";"Anlier";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1734;1734;"BE";"6723";"Habay-La-Vieille";"Habay-La-Vieille";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1735;1735;"BE";"6724";"Houdemont";"Houdemont";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1736;1736;"BE";"6724";"Rulles";"Rulles";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1737;1737;"BE";"6730";"Bellefontaine";"Bellefontaine";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1738;1738;"BE";"6730";"Rossignol";"Rossignol";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1739;1739;"BE";"6730";"Saint-Vincent";"Saint-Vincent";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1740;1740;"BE";"6730";"TINTIGNY";"TINTIGNY";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1741;1741;"BE";"6740";"ETALLE";"ETALLE";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1742;1742;"BE";"6740";"Sainte-Marie-Sur-Semois";"Sainte-Marie-Sur-Semois";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1743;1743;"BE";"6740";"Villers-Sur-Semois";"Villers-Sur-Semois";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1744;1744;"BE";"6741";"Vance";"Vance";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1745;1745;"BE";"6742";"Chantemelle";"Chantemelle";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1746;1746;"BE";"6743";"Buzenol";"Buzenol";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1747;1747;"BE";"6747";"Châtillon";"Châtillon";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1748;1748;"BE";"6747";"Meix-Le-Tige";"Meix-Le-Tige";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1749;1749;"BE";"6747";"SAINT-LÉGER";"SAINT-LÉGER";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1750;1750;"BE";"6750";"MUSSON";"MUSSON";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1751;1751;"BE";"6750";"Mussy-La-Ville";"Mussy-La-Ville";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1752;1752;"BE";"6750";"Signeulx";"Signeulx";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1753;1753;"BE";"6760";"Bleid";"Bleid";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1754;1754;"BE";"6760";"Ethe";"Ethe";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1755;1755;"BE";"6760";"Ruette";"Ruette";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1756;1756;"BE";"6760";"VIRTON";"VIRTON";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1757;1757;"BE";"6761";"Latour";"Latour";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1758;1758;"BE";"6762";"Saint-Mard";"Saint-Mard";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1759;1759;"BE";"6767";"Dampicourt";"Dampicourt";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1760;1760;"BE";"6767";"Harnoncourt";"Harnoncourt";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1761;1761;"BE";"6767";"Lamorteau";"Lamorteau";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1762;1762;"BE";"6767";"ROUVROY";"ROUVROY";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1763;1763;"BE";"6767";"Torgny";"Torgny";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1764;1764;"BE";"6769";"Gérouville";"Gérouville";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1765;1765;"BE";"6769";"MEIX-DEVANT-VIRTON";"MEIX-DEVANT-VIRTON";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1766;1766;"BE";"6769";"Robelmont";"Robelmont";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1767;1767;"BE";"6769";"Sommethonne";"Sommethonne";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1768;1768;"BE";"6769";"Villers-La-Loue";"Villers-La-Loue";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1769;1769;"BE";"6780";"Hondelange";"Hondelange";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1770;1770;"BE";"6780";"MESSANCY";"MESSANCY";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1771;1771;"BE";"6780";"Wolkrange";"Wolkrange";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1772;1772;"BE";"6781";"Sélange";"Sélange";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1773;1773;"BE";"6782";"Habergy";"Habergy";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1774;1774;"BE";"6790";"AUBANGE";"AUBANGE";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1775;1775;"BE";"6791";"Athus";"Athus";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1776;1776;"BE";"6792";"Halanzy";"Halanzy";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1777;1777;"BE";"6792";"Rachecourt";"Rachecourt";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1778;1778;"BE";"6800";"Bras";"Bras";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
1779;1779;"BE";"6800";"Freux";"Freux";"2018-07-25 09:01:01";"2018-07-25 09:01:54"
